title,introduction,link,rating,story,illust,origin,day,genre,image,is_done_flag,tags,age
로잘린 보가트,"""남편이 어여뻐야 시가에 돈벼락이 내리지 않겠어요?""
왕족과 귀족의 사치로 재정이 무너져가는 칼라브리아 왕국.
평민의 신분으로 거부가 된 부르주아, 보가트 상단은 자신들이 유일하게 갖지 못한 명예를 얻기 위해
보가트 상단의 천덕꾸러기 차녀 로잘린과 칼라브리아 왕가의 최고 미인, 왕세자 로비엔을 결혼시키고자 하는데···.
돈으로 산 명예, 혼인으로 막은 왕가의 파산, 뜻하지 않은 결혼을 하게 된 둘은
서로의 치부를 감싸안고 가까워질 수 있을까.",https://comic.naver.com/webtoon/list?titleId=797582,9.97,삼월에,마하,하노HANO,화,로맨스,https://image-comic.pstatic.net/webtoon/797582/thumbnail/thumbnail_IMAG21_88ddda2c-0207-48e7-a2ff-071f1700df2e.jpeg,FALSE,#로맨스#고자극로맨스#궁중로맨스#소설원작,12세 이용가
오빠집이 비어서,"새엄마와 맞장 뜨고 집을 나온 재벌 3세 차은명.
세상 딱 한 명인 친구 희영에게 신세를 질 수 없게 되자, 
어쩔 수 없이 희영의 둘째 오빠가 잠시 비워둔 집에 머물게 된다.

그렇게 한 달 뒤, 은명은 샤워를 하고 나오던 중 
예고도 없이 집으로 돌아온 희영의 둘째 오빠를 대면하게 되고... 
그런데 그 오빠의 정체가 바로바로 대한민국 탑 스타 영화배우 ‘제준영'이라고?!",https://comic.naver.com/webtoon/list?titleId=780414,9.87,이서희,태소영,,월,로맨스,https://image-comic.pstatic.net/webtoon/780414/thumbnail/thumbnail_IMAG21_fc2621b0-84c3-404d-a18d-5925dba6ab77.jpg,FALSE,#로맨스#계약연애#연예계#소설원작,전체연령가
아홉수 우리들휴재,"연애, 직장, 시험 어느 하나 뜻대로 되지 않는 29살 봉우리, 차우리, 김우리. 
제대로 걸렸다! 아.홉.수!
우리들의 팩트폭행 로맨틱 코미디!",https://comic.naver.com/webtoon/list?titleId=724815,9.97,수박양,수박양,,,로맨스,https://image-comic.pstatic.net/webtoon/724815/thumbnail/thumbnail_IMAG21_6710a409-b23f-414e-842a-5543c4334573.jpg,TRUE,#로맨스#2030연애#현실로맨스#감성드라마,전체연령가
인과관계,스킨십 공포증이 있는 유라의 곁엔 오로지 소꿉친구인 해원이뿐이었지만 고인우와 권미인 그리고 다양한 사람들과 만나게 되면서 새로운 감정을 알아가고 진정한 인간관계를 쌓아간다.,https://comic.naver.com/webtoon/list?titleId=789652,9.95,강환영,강환영,,수,로맨스,https://image-comic.pstatic.net/webtoon/789652/thumbnail/thumbnail_IMAG21_9e92f54e-ec57-4cd3-9574-9a58455606bf.jpg,FALSE,#로맨스#힐링#학원로맨스#청춘로맨스#삼각관계,12세 이용가
짝사랑의 마침표,"고백 성공률 0%의 짝사랑마스터 해리.
굴욕적인 19번째 실연장면을 우연히 예찬에게 들키고 만다.
다시는 아무도 안 좋아하겠다고 다짐했지만, 또 짝사랑을 시작해버린 해리는 
20번째 실연을 막기 위해 예찬의 도움을 받기로 하는데...
과연 이번 사랑은 성공할 수 있을까?",https://comic.naver.com/webtoon/list?titleId=789682,9.96,숭어,숭어,,화,로맨스,https://image-comic.pstatic.net/webtoon/789682/thumbnail/thumbnail_IMAG21_764560de-de68-45ee-816f-fe376fbe4f60.jpg,FALSE,#로맨스#짝사랑#하이틴,전체연령가
후궁 스캔들,"동생 때문에 억지로 황태자비 간택전에 나가게 된 화영.
이렇게 된 김에 화려하게 쫓겨날 계획을 세운다!
하지만 계속 이상하게 엮이는 황태자 신영 때문에 계획은 쉽지 않고,
오히려 황비와 황태후 눈에 들어 화영은 최고의 후보로 손꼽히게 되어 버리는데….",https://comic.naver.com/webtoon/list?titleId=784140,9.98,기트로우,정현,,일,로맨스,https://image-comic.pstatic.net/webtoon/784140/thumbnail/thumbnail_IMAG21_62f32b93-031f-4430-bf95-48730415a20f.jpg,FALSE,#로맨스#동양풍판타지#소설원작,전체연령가
반귀,"평범한 하연과 기묘한 후안의 평범하지 않은 캠퍼스 라이프!
귀신이 보이진 않아도 그들의 기운을 느낄 수 있는 하연은 어느 날 귀신인지 아닌지 헷갈리는 후안을 만나게 된다.
그 이후로, 정체 모를 기괴한 존재들이 자꾸만 하연의 주변을 맴돌게 되는데...<귀각시> 세정 작가의 신작!",https://comic.naver.com/webtoon/list?titleId=760002,9.96,세정,세정,,수,로맨스,https://image-comic.pstatic.net/webtoon/760002/thumbnail/thumbnail_IMAG21_7017793712846615395.jpg,FALSE,#로맨스#오컬트#인외존재,12세 이용가
위대한 겸상,"어린 시절의 트라우마로 돈가스를 못 먹는 돈가스 재벌 후계자 '유은겸'과  
매우 많이 먹는 앵겔지수 99%의 가난한 공시 준비생 '독고혜상'의 
군침도는 먹방 로맨스.",https://comic.naver.com/webtoon/list?titleId=796242,9.82,홍치,홍치,,목,로맨스,https://image-comic.pstatic.net/webtoon/796242/thumbnail/thumbnail_IMAG21_3558519051501779250.jpg,FALSE,#로맨스#음식&요리,전체연령가
이제야 연애,"숨 막히게 가난한 삶을 살아온 자매, 주은과 혜진. 
어머니의 죽음 후 둘 앞에 팔자에 없다 생각했던 ‘아버지’가 등장한다. 
둘 중 하나가 대성그룹으로 들어온다면, 가난에 찌든 삶에서 구제해 주겠노라는 그의 제안에 언니 혜진이 나선다.
그러나 대성그룹에 들어간 후, 3년만에 혜진은 허무하게 죽어버린다. 
언니의 죽음을 막지 못한 무력감과 절망에 몸부림치던 주은.
그녀에게 새로운 기회가 찾아온다. 
3년 전으로 되돌아온 주은은 언니를 대신해 ‘대성그룹’의 딸이 되어 언니를 죽음으로 이끈 그 집으로 들어가는데….",https://comic.naver.com/webtoon/list?titleId=780881,9.97,딘돈,서혜은,,월,로맨스,https://image-comic.pstatic.net/webtoon/780881/thumbnail/thumbnail_IMAG21_7089337839370188646.jpg,FALSE,#로맨스#소설원작,12세 이용가
"대공님, 실수였어요!","짝사랑하는 대공님을 실수로 납치해버렸다!
이 일을 수습해 줄 테니 계약 연애를 하자는 대공님의 제안을, 덜컥 받아들였는데…….
“비비안. 키스해도 됩니까?”
네? 우리 연애 시작하자마자 키스하는 건가요?
“키스하고, 그다음 진도도 나가고, 저랑 결혼하죠, 비비안.”
……큰일 났다. 아무래도 대공님이 제정신이 아닌 것 같은데……!
이 연애, 정말 괜찮은 걸까!",https://comic.naver.com/webtoon/list?titleId=784518,9.88,시세Sisse,조이뿅,,화,로맨스,https://image-comic.pstatic.net/webtoon/784518/thumbnail/thumbnail_IMAG21_b2349a45-d20d-4d21-84db-6006d2d8e976.jpg,FALSE,#로맨스#계약연애#이세계,전체연령가
문제적 왕자님,"아버지에게 버려지고 외가인 바덴가에서
조용하게 살아가고 있는 에르나 하르디.

이 작은 시골에 위기가 찾아왔다.
외조부인 바덴 남작이 죽고 난 후,
모든 재산이 넘어가게 된 것!

어떻게든 바덴가를 지키고 싶은 에르나는
아버지에게 도움을 청하기 위해 슈베린으로 향하고…

그곳에서 마주치게 된
왕실의 독버섯, 비에른 드나이스터― 

희대의 스캔들로 왕세자 자리마저 내려놓은 왕실의 탕아!

바덴가를 지키고 싶은 에르나에게 이 달콤한 독버섯이 건네지는데…!

“에르나 아가씨, 독버섯은 먹지 마세요. 먹으면 죽어요.”",https://comic.naver.com/webtoon/list?titleId=800046,9.95,선인장,솔체,,금,로맨스,https://image-comic.pstatic.net/webtoon/800046/thumbnail/thumbnail_IMAG21_e4616c3b-b9ad-46d0-b339-faca2653f613.jpg,FALSE,#로맨스#로맨스코미디#로판#소설원작,15세 이용가
폭군 남편과 이혼하겠습니다,"로판소설 속 황후에게 빙의했다. 좋은 거 아니냐고? 
문제는 이 황후가 간사한 황비에게 밀려서 황제에게 박대당하고 결국 병으로 죽는 조연이라는 것이다.
하지만, 원작 황후처럼 허무하게 죽을 순 없다. 폭군 남주와 이혼하기 위해서 악녀가 되어야겠다.",https://comic.naver.com/webtoon/list?titleId=797844,9.89,조사라,오윤하,,토,로맨스,https://image-comic.pstatic.net/webtoon/797844/thumbnail/thumbnail_IMAG21_3473510481684150625.jpg,FALSE,#로맨스#차원이동#사이다#빙의#걸크러시#소설원작,전체연령가
겨울 정원의 하와르,"왕좌 싸움에 밀려 왕국에서 먼 곳으로 정략 결혼을 하게 된 왕녀 카놀라.
처음 본 정혼자에게 한 눈에 반해 버렸다!
하지만 시집 갈 트리폴 왕국 사람들은 이방인 취급하며 그녀를 무시하고,
세 가지 시험을 통과하기 전까진 결혼할 수 없다고 통보한다. 
심지어 정혼자까지 그녀에게 쌀쌀 맞기만 한데....

여기서 물러설 수 없다. 이미 손자 손녀 이름까지 지어 놨다.
그깟 시험 따위 빨리 해치워 버리겠어!",https://comic.naver.com/webtoon/list?titleId=802835,9.96,단청,래럿,미나토,수,로맨스,https://image-comic.pstatic.net/webtoon/802835/thumbnail/thumbnail_IMAG21_4289191f-b053-4bad-a004-701a7d674869.jpg,FALSE,#로맨스#소설원작,전체연령가
팀장님은 신혼이 피곤하다,"오늘로써 145일째, 그녀의 앳된 가슴에 불을 지른 남자가 있다. 존재만으로도 숨이 멎게 만드는 그이는 다름 아닌, 정부 산하 비밀수사기관 NSO의 특급 에이스 ‘기주원’. 동기들 사이에선 성격파탄자 취급받는 남자지만, 햇병아리 신입인 그녀 눈에는 화내는 얼굴조차 사랑스럽기만 하다. 그런 그녀에게 황금 같은 기회가 떨어졌다. 그이와 위장 부부가 되는 것도 모자라 동거까지 하게 되다니! 
목표는 뒷전, 사심만 가득한 이 비밀수사의 끝은 과연 어디일까?",https://comic.naver.com/webtoon/list?titleId=804868,9.92,장그린,강하다,,화,로맨스,https://image-comic.pstatic.net/webtoon/804868/thumbnail/thumbnail_IMAG21_ea78afa0-0987-46e8-901c-6f0aef44bc0c.jpg,FALSE,#로맨스#짝사랑#로맨스코미디#계약연애#오피스로맨스#소설원작,전체연령가
열녀박씨 계약결혼뎐,"혼례 첫날밤, 갑작스럽게 서방을 잃은 열녀 박연우. 
엎친 데 덮친 격으로 괴한에게 납치당해 우물에 던져졌지만, 눈을 뜬 곳은 21세기 대한민국…?! 
설상가상 연우를 구해준 서방님 판박이는 가짜 혼인을 하자고 한다! 
당찬 열녀 박씨 연우와 독신주의자 강태하의 동상이몽 계약 결혼.",https://comic.naver.com/webtoon/list?titleId=761601,9.93,안젤리크,닷다,김너울,화,로맨스,https://image-comic.pstatic.net/webtoon/761601/thumbnail/thumbnail_IMAG21_7075830540882962020.jpg,FALSE,#로맨스#계약연애#퓨전사극#선결혼후연애#소설원작,15세 이용가
로또 황녀님,"[나는 환생과 회귀를 멋지게 한 아기를 만나고 싶단다. 한 번 더 살아볼 테냐?]

전생의 유명 유튜버, 

다음 인생에서 신이 좋은 가문에 태어나게 해 준댔는데,
망한 황실의 황녀로 태어나고 말았다!

그런데 절망도 잠시, 띠롱! 소리와 함께 눈앞에 채팅창이 떠올랐다.

이게 다 뭐야?

[베르크: 내 조카가 빵이 먹고 싶다는군.]
[베르크: 제국의 모든 빵집을 수배해.]",https://comic.naver.com/webtoon/list?titleId=794742,9.97,무무경,도힌이,,금,로맨스,https://image-comic.pstatic.net/webtoon/794742/thumbnail/thumbnail_IMAG21_15a45e09-4f78-4f0e-adef-9b3f6206a2c8.,FALSE,#로맨스#러블리#육아물#로판,전체연령가
다시쓰는 연애사,"대학 시절 구 여친 ‘한서리’와 함께 교통사고를 당한 ‘이제야’. 
눈을 떠보니 10년 전 대학생 시절로 돌아와 버렸다. 그것도 서로의 몸이 뒤바뀐 채로.
제야는 이곳에서 실패했던 서리와의 연애를 다시 써보고 싶다.
""제야야. 날 다시 만나고 싶어? 그럼 날 다시 꼬셔봐.""
과연 제야는 서리의 몸으로 서리를 꼬실 수 있을까?",https://comic.naver.com/webtoon/list?titleId=793274,9.97,최경민,영모,,월,로맨스,https://image-comic.pstatic.net/webtoon/793274/thumbnail/thumbnail_IMAG21_25a04dea-a6d3-4232-8c86-35bec996fde1.jpg,FALSE,#로맨스#성별반전,15세 이용가
로어 올림푸스,"어디서도 본 적 없는 신화 이야기, 풋내기 여신 페르세포네와 지하세계의 왕 하데스의 현대판 로맨스 판타지!
글로벌 No.1 인기작 'Lore Olympus'를 한국어 버전으로 감상하세요.",https://comic.naver.com/webtoon/list?titleId=750558,9.95,레이첼스마이스,레이첼스마이스,,수,로맨스,https://image-comic.pstatic.net/webtoon/750558/thumbnail/thumbnail_IMAG21_7148167415155931235.jpg,FALSE,#로맨스#해외작품#역사물#세계관#인외존재#구원서사,15세 이용가
남편을 만렙으로 키우려 합니다휴재,"무심한 남편 때문에 외롭게 삶을 마감한 앰버. 회귀하여 결혼 첫날밤으로 돌아온다…! 전생을 되풀이하지 않기 위해 가난한 공작가를 부흥시키고, 남편과 깔끔하게 헤어지려 하는데… ""부인이 내키시는 대로 저를 대해주십시오."" 180도 달라진 남편의 모습에 당황스럽다!",https://comic.naver.com/webtoon/list?titleId=774051,9.97,유기농,컬린,누오바,토,로맨스,https://image-comic.pstatic.net/webtoon/774051/thumbnail/thumbnail_IMAG21_0cf6ad18-a403-4a35-913b-e6648b66c5a8.jpg,FALSE,#로맨스#회귀#선결혼후연애#소설원작,12세 이용가
이게 웬 떡,"대학 생활에 흥미를 잃어가던 공시루는 복학생 설기백의 등장으로 즐거운 캠퍼스 생활과 함께 기백을 향한 남모를 마음을 품어오고 있던 어느날. 
기백의 이상형을 듣고 충격을 먹은 시루는 술로 화풀이를 하다 그 자리에 있던 누군가와 술김에 키스를 하는데...
설기백을 짝사랑 하는 공시루와 그런 공시루와 묘하게 얽히는 조청의 뒤죽박죽 캠퍼스 러브 스토리.",https://comic.naver.com/webtoon/list?titleId=804051,9.87,박쓰담,박쓰담,,목,로맨스,https://image-comic.pstatic.net/webtoon/804051/thumbnail/thumbnail_IMAG21_8fc68f9b-dfde-4ca2-a904-ae7517a9e0a6.jpg,FALSE,#로맨스,전체연령가
용한소녀,"열여덟살이 결혼은 무슨 결혼이야!
정략결혼을 피해 용궁에서 지상으로 도망친 용왕의 딸 김용만은
성공을 목표로 전교 1등의 꿈을 품고 고등학교에 입학한다.
그런데 용만의 옆자리인 전교 1등, 심해수는 라이벌의 등장이 달갑지 않은 듯한데...
 
공부만 하기에도 바쁜 두 사람이 어째서인지 자꾸만 엮인다?!
열여덟 소년소녀의 성적 향상 로맨스(?)",https://comic.naver.com/webtoon/list?titleId=803891,9.97,올소,올소,,수,로맨스,https://image-comic.pstatic.net/webtoon/803891/thumbnail/thumbnail_IMAG21_668eac64-9d55-4c3a-bc5f-8fe862f4c3e6.jpg,FALSE,#로맨스#학원로맨스#동물,전체연령가
두 번째 딸로 태어났습니다휴재,"나는 첫째 딸로 태어나 5살에 죽었지만, 두 번째 삶 역시 당신의 품에서 태어났다. 
내가 7살이 되었을 무렵 돌아가신 어머니. 
어머니가 유품으로 남긴 종이 한 장을 챙겨 길을 나선 뒤 마주친 분홍빛 머리카락을 가진 한 남자.
당신이 제 아빠라고요? 심지어 황제라고요? 오라버니도 셋이나 있어요?
엄마… 나 새로운 가족들과 잘 지낼 수 있을까?",https://comic.naver.com/webtoon/list?titleId=794651,9.93,용원창,뉴궁딩팡팡,,목,로맨스,https://image-comic.pstatic.net/webtoon/794651/thumbnail/thumbnail_IMAG21_7148957749163931702.jpg,FALSE,#로맨스#러블리#소설원작,전체연령가
내남친 킹카만들기휴재,"사랑스러운 외모의 SNS 스타 윤시아는 관리라고는 한번도 해본 적 없는 방구석 아싸 김민호를 킹카로 만드는 콘텐츠를 시작한다.
과연.. 그는 긁지 않은 복권이 맞을까? 두근두근 k-하이틴 로맨스!",https://comic.naver.com/webtoon/list?titleId=791126,9.85,랑쓰,섯끼,,화,로맨스,https://image-comic.pstatic.net/webtoon/791126/thumbnail/thumbnail_IMAG21_b3c5cfcc-aba4-4ba6-b010-8c740c2cbc85.jpg,FALSE,#로맨스#환골탈태#로맨스코미디#2021 지상최대공모전,전체연령가
주인님을 잡아먹는 방법,"라운 왕국의 뛰어난 기사, 엘 루이즈 테레즈. 
그녀는 어느 파티에서 약혼자의 바람을 목격하고 파혼을 선언한다. 
파혼에 대한 충격으로 깊은 슬픔에 잠긴 나머지 정신을 잃고 쓰러진 엘. 
그리고 다음 날 아침, 엘은 뜻밖의 인물을 마주한다. 
바로 미친개로 유명한 개또라이 왕족 테오도르를! 
그런데 그 테오도르가 왠지 내 앞에서는 과하게 예의가 바르다?!",https://comic.naver.com/webtoon/list?titleId=794105,9.97,세인,차혜영,,화,로맨스,https://image-comic.pstatic.net/webtoon/794105/thumbnail/thumbnail_IMAG21_3472385699374982200.jpg,FALSE,#로맨스#직진남#소설원작,15세 이용가
로맨스가 가능해?,"24년을 고아로 살아온 내게 쌍둥이 언니가 있다면? 그 언니가 재벌집에 입양되었다면?
그리고 정략 결혼을 앞두고 가출을 했다며 재벌가에서 나를 찾아왔다면!
""나더러 언니 대신 결혼해서 딱 1년만 언니인 척 살아달라고?""
이다는 10억을 대가로 쿨하게 오케이 하지만, 결혼식장에서 처음 만난 둘은 서로를 향해 같은 감상을 갖는데…
'뭐지 이 또라이는? 이 또라이가 내 결혼상대라고?'
이 계약 끝에 기다리는 건 10억일까, 사랑일까?
이 결혼, 괜찮은 걸까?",https://comic.naver.com/webtoon/list?titleId=803010,9.97,임주이,송정원,,화,로맨스,https://image-comic.pstatic.net/webtoon/803010/thumbnail/thumbnail_IMAG21_39c36855-22e9-43eb-b0af-65fe8204d568.jpg,FALSE,#로맨스#2030연애#로맨스코미디#청춘로맨스#선결혼후연애#걸크러시#소설원작,전체연령가
한입만!,"복학생 도상구. 어릴 적 사고로 건강염려증에 상처 트라우마 까지 있는 그의 앞에 등장한 탑 아이돌 <슈가레드>의 센터 고영희. 
그녀는 난생처음 느낀 맛있는 향에, 가난한 복학생 상구를 쫓아다니게 되는데..?",https://comic.naver.com/webtoon/list?titleId=789029,9.92,이한솔,이한솔,,화,로맨스,https://image-comic.pstatic.net/webtoon/789029/thumbnail/thumbnail_IMAG21_7365127438884483171.jpg,FALSE,#로맨스#인플루언서#인외존재#연예계,12세 이용가
온새미로,"배우 지망생 해리는 특집 드라마 ‘무영탑’ 오디션 준비를 위해 방문한 
국립 부여 박물관에서 신비로운 분위기의 백제 유물 ‘금동대향로’에 이끌린다.
해리로 인해 금동대향로 속에 갇혀 있던 천신의 아들 ‘온새미로’가 깨어나고, 멈춰져 있던 인연의 굴레가 다시 움직이기 시작한다.",https://comic.naver.com/webtoon/list?titleId=745472,9.92,여우,사문,,,로맨스,https://image-comic.pstatic.net/webtoon/745472/thumbnail/thumbnail_IMAG21_11e424ae-7225-4d54-9cb4-63f4d9a6bbb3.jpg,TRUE,#로맨스#유료화임박#완결무료#완결로맨스,전체연령가
멜빈이 그들에게 남긴 것,"""이건 당신을 지키고 복수를 돕기 위한 형식적인 혼인입니다.""
네우스 성의 귀한 아가씨, 셰릴.
어느 밤, 숙부의 반란으로 오라비가 살해당하고, 그녀 역시 죽임을 당할 위기에 처한다. 모든 걸 포기한 마지막 순간. 구원이 찾아왔다.
“기어이 내 혼약자를 죽이고 싶다면. 네우스 성은 전쟁을 각오해야 할 거다.”
가짜 혼약을 앞세워 그녀를 구해준 블레어의 성주, 펠릭스. 오라버니의 친구로만 알고 있던 그와의 낯선 결혼생활이 시작된다.",https://comic.naver.com/webtoon/list?titleId=797442,9.97,삼칠13,팀 해피게리,류희온,금,로맨스,https://image-comic.pstatic.net/webtoon/797442/thumbnail/thumbnail_IMAG21_902f4c44-b639-436f-ba18-129c1feba0a7.jpg,FALSE,#로맨스#소설원작,12세 이용가
악당과 악당이 만나면,"귀족들을 상대로 악명을 떨치던 제국 뒷세계 조직의 보스, 아탈란테. 
어느 날 황제로부터 폭군 리오넬 비안크 대공을 암살해 달라는 의뢰를 받게 된다.
조직원들과 평범하게 살고 싶었던 아탈란테는 의뢰를 수락하고 
대공성에 잠입해 암살 시도하는데….
하지만 어째서인지 죽지 않아?
한순간에 사랑을 속삭이는 대공에게서 아탈란테는 무사히 탈출할 수 있을까?",https://comic.naver.com/webtoon/list?titleId=804782,9.92,삵,쏘가리,임하얌,월,로맨스,https://image-comic.pstatic.net/webtoon/804782/thumbnail/thumbnail_IMAG21_f09967ec-e4e8-4fb8-a8d5-a65db4c6e14e.jpg,FALSE,#로맨스#계략여주#직진남#로판#걸크러시#소설원작,12세 이용가
THE 런웨이,"하룻밤을 같이 보낸 그 남자가 내 상사라고?!
패션지 <The Runway>의 에디터 유지안. 그녀는 약혼자의 양다리 소식에 무작정 파리로 떠난다.
그곳에서 우연히 만난 남자와 충동적으로 하룻밤을 보내 버리고…
3개월의 시간이 흐른 후, 지안의 회사에 만렙의 편집장이 프랑스에서 오게 된다. 그런데 그 남자… 바로 지안과 하룻밤을 보낸 프랑스에서의 그 남자다!!",https://comic.naver.com/webtoon/list?titleId=771912,9.81,도미,녹두,Hirachell,목,로맨스,https://image-comic.pstatic.net/webtoon/771912/thumbnail/thumbnail_IMAG21_f5c91d16-dbed-423a-be2a-ea025ef95ead.jpg,FALSE,#로맨스#오피스로맨스#사내연애#소설원작,15세 이용가
재혼 황후휴재,"동대제국의 완벽한 황후였던 나비에.
​황제인 남편이 정부를 황후로 만들려는 것을 알고 이혼을 택한다. 그리고 결심한다.
이곳에서 황후가 될 수 없다면 다른 곳에서 황후가 되겠다고.
인기 웹소설 '재혼 황후'가 웹툰화되다!",https://comic.naver.com/webtoon/list?titleId=735661,9.96,히어리,숨풀,알파타르트,,로맨스,https://image-comic.pstatic.net/webtoon/735661/thumbnail/thumbnail_IMAG21_3689121211559981364.jpg,TRUE,#로맨스#다정남#후회물#궁중로맨스#혐관로맨스#직진남#이세계#연상연하#역하렘#선결혼후연애#삼각관계#로판#걸크러시#소설원작,15세 이용가
"아, 쫌 참으세요 영주님!","작고 가난한 영지 ‘화이트’의 영주, 로즈.
영주민들과 오순도순 잘 먹고 잘살고 싶었는데, 갑자기 이종족 이주민이 늘고 자꾸 사건에 휘말린다?! 
막강 능력 영주님 ‘로즈’와 그녀를 영지에 몰래몰래 숨겨 놓고 보호하고픈 스승, ‘대마법사 이그드라실’의 유쾌 발랄 로맨스 판타지!",https://comic.naver.com/webtoon/list?titleId=774703,9.97,새우초밥,daybook,,월,로맨스,https://image-comic.pstatic.net/webtoon/774703/thumbnail/thumbnail_IMAG21_b33df570-a89d-42c7-bcfb-6a946c4b8846.jpg,FALSE,#로맨스#소설원작,12세 이용가
전생연분,"내가 후궁에게 살해당한 조선의 왕비?!'
시험을 보다가 갑자기 전생을 떠올리게 된 민주.
크게 당황하지만, 전생보다 중요한 것은 대입이었기에 애써 마음을 추스른다.
하지만 전생의 철천지 원수였던 후궁이 민주를 찾아오고
뒤이어 전생에 남편이었던 왕까지 나타나면서 민주의 수험생활은 위기를 맞는데....
'전생이고 나발이고 제발 공부 좀 하자!!'",https://comic.naver.com/webtoon/list?titleId=783864,9.97,재아,HAE,,토,로맨스,https://image-comic.pstatic.net/webtoon/783864/thumbnail/thumbnail_IMAG21_965c8626-3cdf-4168-978d-f9315044590a.jpg,FALSE,#로맨스#레드스트링,15세 이용가
밀행,"막히는 일이 있으면 누구나 두루 찾는다는 마을의 감초 태인. 
귀갓길에 웬 남자와 웃지 못할 상황이 일어나고, 술에 취한 태인의 아버지가 그 사내를 주워와버렸다!
그 사내의 이름은 기현. 
처음엔 그저 식량이나 축내는 실없는 사람인 줄 알았더니 
위급할 때마다 척척 일을 해결해 내는 솜씨가 보통이 아니다. 
정신을 차려보니 어느새 기현은 태인의 마음속에 들어와 버렸는데...",https://comic.naver.com/webtoon/list?titleId=792654,9.96,H.C,봉선,아슬로,수,로맨스,https://image-comic.pstatic.net/webtoon/792654/thumbnail/thumbnail_IMAG21_dcdba2c7-97f3-4232-bb26-d8e01b715b18.jpg,FALSE,#로맨스#퓨전사극#소설원작,전체연령가
청춘계시록,"사이비 교주 아들과의 아슬아슬하고 위험천만한 동거가 시작됐다! 철석같이 믿었던 외삼촌에게 사기를 당한 청아네. 부모님은 행방불명된 외삼촌을 쫓는다며 사라지고, 청아는 갑작스레 빈 집에 혼자 살게 된다. 그런데 사기당한 가족이 청아네만이 아니었으니! 자치구에서 가장 큰 사이비, ‘천년재림교’도 외삼촌에게 제대로 속았다. 그리고 청아네 집에 찾아온 교주의 아들 ‘요한’. 무작정 짐을 끌고 쳐들어오는데...! 신이시여, 이 동거 괜찮을까요?",https://comic.naver.com/webtoon/list?titleId=802079,9.97,한서,한서,,일,로맨스,https://image-comic.pstatic.net/webtoon/802079/thumbnail/thumbnail_IMAG21_848d280d-a280-4b16-979a-9a9484113b16.jpg,FALSE,#로맨스#로맨스코미디#2021 지상최대공모전#현실로맨스#학원로맨스#하이틴#학원물#친구>연인#사이비종교,전체연령가
아슈타르테,"무한한 영광을 가져다줄 피렌체 제국의 빛,아슈타르테. 하지만 음모로 인해 예언은 뒤틀리고...
아슈타르테가 어둠으로 알려지게 되면서 모두가 그녀를 외면한다. 가족들의 사랑을 꿈꾸던 어린아이에서 점점 강인한 소녀로 자라는 '아슈타르테'의 성장기.",https://comic.naver.com/webtoon/list?titleId=798277,9.81,SOON,안다온,,월,로맨스,https://image-comic.pstatic.net/webtoon/798277/thumbnail/thumbnail_IMAG21_7295ad46-853c-4bd9-8ddf-0c2367734813.jpg,FALSE,#로맨스#로판#소설원작,전체연령가
"오, 친애하는 숙적","눈엣가시였던 숙적을 처치하고 모든 것을 얻었다고 생각하는 순간, 회귀했다.
이십년 전 자신이 후계자로 임명되기 전으로.

심란해하는 칼미아 앞에 그녀의 오랜 숙적이 다시 나타난다.

숙적 루드베키아는 약혼을 제안하고,
혼란스러워하면서도 칼미아는 자신이 그토록 바라는 후계 자리를 위해 그의 손을 잡는다.

이번 생에도 그녀는 백작이 될 것이다.
제 힘으로 쟁취해서, 오랜 숙적을 물리치고, 누구의 허수아비도 아닌 온전한 백작이.",https://comic.naver.com/webtoon/list?titleId=790840,9.98,오쏘,벨마,미나토,목,로맨스,https://image-comic.pstatic.net/webtoon/790840/thumbnail/thumbnail_IMAG21_985b42dd-93fd-46fc-8e06-7cd2c32a03ac.jpg,FALSE,#로맨스#소설원작,15세 이용가
옆집남자 친구,"갑자기 소개받은 수상한 비밀 알바,
자신의 아들과 친구로 지내며 감시를 해달라고 한다.
그런데 그 남자가 알고 보니 내 옆집에?!
까칠한 이웃 남자와의 복잡미묘한 캠퍼스 생활이 시작됐다.",https://comic.naver.com/webtoon/list?titleId=797115,9.96,꿀삼,꿀삼,,수,로맨스,https://image-comic.pstatic.net/webtoon/797115/thumbnail/thumbnail_IMAG21_f23ac6eb-318d-4b13-ace0-ddcf76563967.jpg,FALSE,#로맨스#현실로맨스#캠퍼스로맨스#청춘로맨스#까칠남,전체연령가
사랑의 헌옷수거함,"짝사랑은 이제 그만! 고잉고등학교에서 가장 핫한 소문, 헌옷수거함에 돈을 넣고 좋아하는 사람의 이름을 외치면 상대방의 마음을 알려준다는데..!
연애 대신 성적과 돈에만 관심 있는 송아람은 그런 소문에 휘둘리지 않는다.
그런 아람의 일상에 학교 인기남 정진우가 불쑥 들어온다. 어디로 튈지 모르는 이 자식을 어떻게 해야 좋을까?",https://comic.naver.com/webtoon/list?titleId=758667,9.96,고잉,고잉,,월,로맨스,https://image-comic.pstatic.net/webtoon/758667/thumbnail/thumbnail_IMAG21_3689910875657090614.jpg,FALSE,#로맨스#학원로맨스#하이틴#친구>연인#걸크러시,전체연령가
